run_id,model,dataset,seed,scenario,f1,accuracy,precision,recall,train_time,infer_time,unseen_rate
20260510_180231,LSTM,SWAT,42,original,0.0,1.0,0.0,0.0,4.034,0.097825,
20260510_180231,LSTM,SWAT,42,noisy,0.0,1.0,0.0,0.0,3.867,0.088571,
20260510_180231,GRU,SWAT,42,original,0.0,1.0,0.0,0.0,6.256,0.134809,
20260510_180231,GRU,SWAT,42,noisy,0.0,1.0,0.0,0.0,6.285,0.11346,
20260510_180231,CNN1D,SWAT,42,original,0.0,1.0,0.0,0.0,3.339,0.09244,
20260510_180231,CNN1D,SWAT,42,noisy,0.0,1.0,0.0,0.0,3.395,0.095258,
20260510_180231,Automata,SWAT,42,original,0.0,0.9444,0.0,0.0,0.433,0.158783,
20260510_180231,Automata,SWAT,42,noisy,0.0,0.8958,0.0,0.0,0.436,0.149879,
20260510_180231,Automata,SWAT,42,unseen,0.0,0.9444,0.0,0.0,0.39,0.165619,0.0
20260510_180231,LSTM,WADI,42,original,0.0,0.9425,0.0,0.0,31.175,0.928697,
20260510_180231,LSTM,WADI,42,noisy,0.0,0.9425,0.0,0.0,31.873,0.850721,
20260510_180231,GRU,WADI,42,original,0.0,0.9425,0.0,0.0,48.388,1.17711,
20260510_180231,GRU,WADI,42,noisy,0.0,0.9425,0.0,0.0,48.077,1.177428,
20260510_180231,CNN1D,WADI,42,original,0.0,0.9425,0.0,0.0,25.88,0.86262,
20260510_180231,CNN1D,WADI,42,noisy,0.0,0.9425,0.0,0.0,25.908,0.879363,
20260510_180231,Automata,WADI,42,original,0.0,1.0,0.0,0.0,4.044,1.388634,
20260510_180231,Automata,WADI,42,noisy,0.0,1.0,0.0,0.0,3.895,1.370214,
20260510_180231,Automata,WADI,42,unseen,0.0,1.0,0.0,0.0,4.009,1.58906,0.0
