run_id,model,dataset,seed,scenario,f1,accuracy,precision,recall,train_time,infer_time,unseen_rate,statistic,p_value
20260601_113958,GRU,SKAB,123,noisy,0.6394149002959658,0.638165219327544,0.775763818059417,0.638165219327544,19.552,0.184071,,,
20260601_113958,GRU,SKAB,123,unseen,0.6507957278621896,0.6419505678022712,0.7106588859862457,0.6419505678022712,19.552,0.198754,,,
20260601_113958,CNN1D,SKAB,123,original,0.7696899763807447,0.7656354328956154,0.7797330879680973,0.7656354328956154,12.347,0.115252,,,
20260601_113958,CNN1D,SKAB,123,noisy,0.7728536543501219,0.7687513910527487,0.7834035328338198,0.7687513910527487,12.347,0.087404,,,
20260601_113958,CNN1D,SKAB,123,unseen,0.7568290074025956,0.7551747162252392,0.7591276989862269,0.7551747162252392,12.347,0.165321,,,
20260601_113958,Automata,SKAB,123,original,0.5250076681898259,0.6417279002449343,0.49279339429144253,0.6417279002449343,0.343,0.087803,,,
20260601_113958,Automata,SKAB,123,noisy,0.5245541503115411,0.6401692273435761,0.49106854525063964,0.6401692273435761,0.343,0.179663,,,
20260601_113958,Automata,SKAB,123,unseen,0.5570281636737997,0.5771543086172345,0.5461107707801477,0.5771543086172345,0.343,0.131319,0.0024,,
20260601_113958,LSTM,SKAB,2026,original,0.7014928899254826,0.6936094411044311,0.7563759660349153,0.6936094411044311,16.717,0.111451,,,
20260601_113958,LSTM,SKAB,2026,noisy,0.7019768064903759,0.6940547762191048,0.75529422176079,0.6940547762191048,16.717,0.178068,,,
20260601_113958,LSTM,SKAB,2026,unseen,0.7137982328479973,0.706746826987308,0.7367611262513551,0.706746826987308,16.717,0.134296,,,
20260601_113958,GRU,SKAB,2026,original,0.6549795670133297,0.6544199510131374,0.8005279328036735,0.6544199510131374,14.673,0.112658,,,
20260601_113958,GRU,SKAB,2026,noisy,0.6518188919607029,0.6513026052104208,0.797120573379373,0.6513026052104208,14.673,0.210363,,,
20260601_113958,GRU,SKAB,2026,unseen,0.6746334229762939,0.6666666666666666,0.7405966698002097,0.6666666666666666,14.673,0.222142,,,
20260601_113958,CNN1D,SKAB,2026,original,0.8295793278269966,0.8306254173158246,0.8290074835967335,0.8306254173158246,12.654,0.085614,,,
20260601_113958,CNN1D,SKAB,2026,noisy,0.8254019870228817,0.8263966169597151,0.8248155505733056,0.8263966169597151,12.654,0.112768,,,
20260601_113958,CNN1D,SKAB,2026,unseen,0.8107752904827357,0.8146004896505675,0.811200009190899,0.8146004896505675,12.654,0.114501,,,
20260601_113958,Automata,SKAB,2026,original,0.5250076681898259,0.6417279002449343,0.49279339429144253,0.6417279002449343,0.407,0.129484,,,
20260601_113958,Automata,SKAB,2026,noisy,0.5225579629455079,0.6383878868848809,0.48251946242298976,0.6383878868848809,0.407,0.124433,,,
20260601_113958,Automata,SKAB,2026,unseen,0.5486721101051201,0.5693609441104431,0.5370365763328829,0.5693609441104431,0.407,0.114165,0.0027,,
20260601_113958,LSTM,SKAB,7,original,0.7482001654261959,0.7414829659318637,0.7809417716892965,0.7414829659318637,15.164,0.368335,,,
20260601_113958,LSTM,SKAB,7,noisy,0.7484944341999293,0.7417056334892006,0.7844709537266978,0.7417056334892006,15.164,0.359109,,,
20260601_113958,LSTM,SKAB,7,unseen,0.743779808323807,0.7397016254731685,0.7522452700159906,0.7397016254731685,15.164,0.408049,,,
20260601_113958,GRU,SKAB,7,original,0.7567906004977694,0.7501670006680027,0.7992970810667958,0.7501670006680027,42.276,0.369839,,,
20260601_113958,GRU,SKAB,7,noisy,0.7543984772838578,0.7477176575372968,0.7999277366001067,0.7477176575372968,42.276,0.339247,,,
20260601_113958,GRU,SKAB,7,unseen,0.7593763733477242,0.7543976842574037,0.7736075068700711,0.7543976842574037,42.276,0.372261,,,
20260601_113958,CNN1D,SKAB,7,original,0.7499085439515635,0.7440462942354774,0.7697345491309855,0.7440462942354774,20.733,0.364841,,,
20260601_113958,CNN1D,SKAB,7,noisy,0.7535987105846661,0.7478299577119965,0.7733466248392337,0.7478299577119965,20.733,0.356682,,,
20260601_113958,CNN1D,SKAB,7,unseen,0.7387254476124268,0.7346984197640775,0.7467896182846444,0.7346984197640775,20.733,0.366291,,,
20260601_113958,Automata,SKAB,7,original,0.5250076681898259,0.6417279002449343,0.49279339429144253,0.6417279002449343,1.057,0.311015,,,
20260601_113958,Automata,SKAB,7,noisy,0.5254914216822272,0.6412825651302605,0.4951280570791238,0.6412825651302605,1.057,0.378815,,,
20260601_113958,Automata,SKAB,7,unseen,0.55307503729074,0.5713649521264752,0.5424499589400744,0.5713649521264752,1.057,0.326489,0.0033,,
20260601_113958,LSTM,SKAB,999,original,0.6373925350918954,0.6314851926074371,0.7325121145300635,0.6314851926074371,36.402,0.376012,,,
20260601_113958,LSTM,SKAB,999,noisy,0.6333141640357222,0.6274771765753729,0.7291618814352446,0.6274771765753729,36.402,0.382335,,,
20260601_113958,LSTM,SKAB,999,unseen,0.6705072481554308,0.6615453128479181,0.7137822272477421,0.6615453128479181,36.402,0.293388,,,
20260601_113958,GRU,SKAB,999,original,0.527876819163288,0.5426408372300155,0.7318371062350227,0.5426408372300155,46.828,0.366502,,,
20260601_113958,GRU,SKAB,999,noisy,0.5316161585928312,0.5453128479180583,0.7312653083306246,0.5453128479180583,46.828,0.403526,,,
20260601_113958,GRU,SKAB,999,unseen,0.5866874774779808,0.5816076597639724,0.6872140286828922,0.5816076597639724,46.828,0.388803,,,
20260601_113958,CNN1D,SKAB,999,original,0.7993006071364437,0.7979078566659248,0.8014141946043054,0.7979078566659248,29.821,0.310516,,,
20260601_113958,CNN1D,SKAB,999,noisy,0.7927685540053139,0.7907856665924772,0.7961910573776788,0.7907856665924772,29.821,0.31717,,,
20260601_113958,CNN1D,SKAB,999,unseen,0.7841381224558934,0.7854440240373916,0.783259999124119,0.7854440240373916,29.821,0.31972,,,
20260601_113958,Automata,SKAB,999,original,0.5250076681898259,0.6417279002449343,0.49279339429144253,0.6417279002449343,0.808,0.274347,,,
20260601_113958,Automata,SKAB,999,noisy,0.52526769983141,0.6395012246715653,0.4943715355656466,0.6395012246715653,0.808,0.261218,,,
20260601_113958,Automata,SKAB,999,unseen,0.5324931775700633,0.5531062124248497,0.5198681772758028,0.5531062124248497,0.808,0.309424,0.0029,,
20260601_113958,Wilcoxon_LSTM_vs_GRU,SKAB,all,stat_test,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.3125
20260601_113958,Wilcoxon_LSTM_vs_Automata,SKAB,all,stat_test,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0625
20260601_113958,Wilcoxon_GRU_vs_Automata,SKAB,all,stat_test,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0625
20260601_113958,Wilcoxon_LSTM_vs_CNN1D,SKAB,all,stat_test,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.1875
20260601_113958,McNemar_LSTM_vs_GRU,SKAB,999,stat_test,0.0,0.0,0.0,0.0,0.0,0.0,,224.68652482269505,0.0
20260601_113958,McNemar_LSTM_vs_Automata,SKAB,999,stat_test,0.0,0.0,0.0,0.0,0.0,0.0,,0.7331643736422881,0.39185941086865317
20260601_113958,LSTM,BATADAL,42,original,0.8871943957654638,0.8737980769230769,0.9092666049408765,0.8737980769230769,4.586,0.071413,,,
20260601_113958,LSTM,BATADAL,42,noisy,0.8898907145124475,0.8774038461538461,0.9103111987727373,0.8774038461538461,4.586,0.070128,,,
20260601_113958,LSTM,BATADAL,42,unseen,0.7972545330967926,0.7487980769230769,0.8943683172428112,0.7487980769230769,4.586,0.065382,,,
20260601_113958,GRU,BATADAL,42,original,0.8618698019831967,0.8581730769230769,0.8658453705623516,0.8581730769230769,5.643,0.085994,,,
20260601_113958,GRU,BATADAL,42,noisy,0.8648798361685698,0.8605769230769231,0.869596854379463,0.8605769230769231,5.643,0.073066,,,
20260601_113958,GRU,BATADAL,42,unseen,0.7755710442632531,0.7259615384615384,0.8530409016617664,0.7259615384615384,5.643,0.062165,,,
20260601_113958,CNN1D,BATADAL,42,original,0.721504200148653,0.6594724220623501,0.8015493438829037,0.6594724220623501,3.636,0.062106,,,
20260601_113958,CNN1D,BATADAL,42,noisy,0.726376139975641,0.6666666666666666,0.8026730981810875,0.6666666666666666,3.636,0.064102,,,
20260601_113958,CNN1D,BATADAL,42,unseen,0.6863258672997835,0.6079136690647482,0.8006709987243209,0.6079136690647482,3.636,0.065337,,,
20260601_113958,Automata,BATADAL,42,original,0.8195298935041895,0.8161057692307693,0.8230178792895756,0.8161057692307693,0.144,0.062129,,,
20260601_113958,Automata,BATADAL,42,noisy,0.8269230769230769,0.8269230769230769,0.8269230769230769,0.8269230769230769,0.144,0.054,,,
20260601_113958,Automata,BATADAL,42,unseen,0.8052947441814704,0.7884615384615384,0.823770431071529,0.7884615384615384,0.144,0.057932,0.0084,,
20260601_113958,LSTM,BATADAL,123,original,0.9191679552707399,0.9098557692307693,0.9382856719240947,0.9098557692307693,4.534,0.068872,,,
20260601_113958,LSTM,BATADAL,123,noisy,0.921067556064843,0.9122596153846154,0.9391035183568843,0.9122596153846154,4.534,0.071849,,,
20260601_113958,LSTM,BATADAL,123,unseen,0.8075428552669887,0.7608173076923077,0.9106896858196685,0.7608173076923077,4.534,0.072531,,,
20260601_113958,GRU,BATADAL,123,original,0.8361370681896466,0.8161057692307693,0.862384374220816,0.8161057692307693,5.319,0.082854,,,
20260601_113958,GRU,BATADAL,123,noisy,0.8371226678237154,0.8161057692307693,0.86537423407927,0.8161057692307693,5.319,0.068468,,,
20260601_113958,GRU,BATADAL,123,unseen,0.7480944554677273,0.6862980769230769,0.8552656571709656,0.6862980769230769,5.319,0.073714,,,
20260601_113958,CNN1D,BATADAL,123,original,0.7244076229970484,0.6642685851318945,0.8007666703537982,0.6642685851318945,3.544,0.056776,,,
20260601_113958,CNN1D,BATADAL,123,noisy,0.726825767111307,0.6678657074340527,0.8013238713343416,0.6678657074340527,3.544,0.058344,,,
20260601_113958,CNN1D,BATADAL,123,unseen,0.6939998521976481,0.617505995203837,0.8085226477101214,0.617505995203837,3.544,0.066204,,,
20260601_113958,Automata,BATADAL,123,original,0.8195298935041895,0.8161057692307693,0.8230178792895756,0.8161057692307693,0.159,0.064305,,,
20260601_113958,Automata,BATADAL,123,noisy,0.8216697936210132,0.8197115384615384,0.8236493898258603,0.8197115384615384,0.159,0.064439,,,
20260601_113958,Automata,BATADAL,123,unseen,0.8170801944386851,0.8076923076923077,0.8270281630937368,0.8076923076923077,0.159,0.060574,0.0048,,
20260601_113958,LSTM,BATADAL,2026,original,0.886092323249265,0.8713942307692307,0.9112823627212117,0.8713942307692307,4.545,0.069617,,,
20260601_113958,LSTM,BATADAL,2026,noisy,0.8888660546997589,0.8737980769230769,0.9159697341845382,0.8737980769230769,4.545,0.068172,,,
20260601_113958,LSTM,BATADAL,2026,unseen,0.7861110547060959,0.734375,0.8876640930594524,0.734375,4.545,0.06513,,,
20260601_113958,GRU,BATADAL,2026,original,0.8666165482048478,0.84375,0.9090289730349971,0.84375,5.156,0.079963,,,
20260601_113958,GRU,BATADAL,2026,noisy,0.8674981928519796,0.8449519230769231,0.9092741642221629,0.8449519230769231,5.156,0.081954,,,
20260601_113958,GRU,BATADAL,2026,unseen,0.7760073398018716,0.7199519230769231,0.894343448293179,0.7199519230769231,5.156,0.07957,,,
20260601_113958,CNN1D,BATADAL,2026,original,0.723132352884165,0.6618705035971223,0.801925551183026,0.6618705035971223,3.63,0.063398,,,
20260601_113958,CNN1D,BATADAL,2026,noisy,0.7239448588776128,0.6630695443645084,0.8021130392327386,0.6630695443645084,3.63,0.070559,,,
20260601_113958,CNN1D,BATADAL,2026,unseen,0.6903190876388278,0.6127098321342925,0.8061498370014348,0.6127098321342925,3.63,0.062022,,,
20260601_113958,Automata,BATADAL,2026,original,0.8195298935041895,0.8161057692307693,0.8230178792895756,0.8161057692307693,0.139,0.063897,,,
20260601_113958,Automata,BATADAL,2026,noisy,0.8293269230769231,0.8293269230769231,0.8293269230769231,0.8293269230769231,0.139,0.065038,,,
20260601_113958,Automata,BATADAL,2026,unseen,0.8164082979300371,0.8052884615384616,0.8283495350803043,0.8052884615384616,0.139,0.067753,0.0096,,
20260601_113958,LSTM,BATADAL,7,original,0.9297183690626313,0.9230769230769231,0.9430999711898588,0.9230769230769231,4.503,0.068814,,,
20260601_113958,LSTM,BATADAL,7,noisy,0.9268150127386833,0.9194711538461539,0.9417065584890416,0.9194711538461539,4.503,0.071265,,,
20260601_113958,LSTM,BATADAL,7,unseen,0.8273785764519641,0.7872596153846154,0.9154247780089756,0.7872596153846154,4.503,0.053238,,,
20260601_113958,GRU,BATADAL,7,original,0.8585087229155026,0.8365384615384616,0.8945531785768471,0.8365384615384616,5.129,0.069749,,,
20260601_113958,GRU,BATADAL,7,noisy,0.8614581746588953,0.8401442307692307,0.8967666797394724,0.8401442307692307,5.129,0.069408,,,
20260601_113958,GRU,BATADAL,7,unseen,0.7598354360654702,0.6995192307692307,0.8801047470826447,0.6995192307692307,5.129,0.073925,,,
20260601_113958,CNN1D,BATADAL,7,original,0.7356132385158156,0.6810551558752997,0.8033368888485426,0.6810551558752997,3.119,0.055138,,,
20260601_113958,CNN1D,BATADAL,7,noisy,0.7379886974053808,0.684652278177458,0.8038782689791397,0.684652278177458,3.119,0.058779,,,
20260601_113958,CNN1D,BATADAL,7,unseen,0.6953057888309688,0.6211031175059952,0.7983334785458831,0.6211031175059952,3.119,0.054646,,,
20260601_113958,Automata,BATADAL,7,original,0.8195298935041895,0.8161057692307693,0.8230178792895756,0.8161057692307693,0.153,0.064406,,,
20260601_113958,Automata,BATADAL,7,noisy,0.8209567839321008,0.8185096153846154,0.8234370362293821,0.8185096153846154,0.153,0.072676,,,
20260601_113958,Automata,BATADAL,7,unseen,0.8087823108066025,0.7980769230769231,0.8200603318250378,0.7980769230769231,0.153,0.070604,0.0108,,
20260601_113958,LSTM,BATADAL,999,original,0.8889113810166442,0.8942307692307693,0.8847155448717948,0.8942307692307693,4.439,0.06307,,,
20260601_113958,LSTM,BATADAL,999,noisy,0.8887571762136222,0.8930288461538461,0.8852085725220054,0.8930288461538461,4.439,0.061223,,,
20260601_113958,LSTM,BATADAL,999,unseen,0.7855947023875287,0.7415865384615384,0.8507699818817016,0.7415865384615384,4.439,0.067285,,,
20260601_113958,GRU,BATADAL,999,original,0.8382790672982787,0.8185096153846154,0.8643933912943956,0.8185096153846154,5.175,0.075204,,,
20260601_113958,GRU,BATADAL,999,noisy,0.8387712895704961,0.8185096153846154,0.8658838903049375,0.8185096153846154,5.175,0.071882,,,
20260601_113958,GRU,BATADAL,999,unseen,0.741591183739944,0.6790865384615384,0.843018755668001,0.6790865384615384,5.175,0.08129,,,
20260601_113958,CNN1D,BATADAL,999,original,0.7198718350714791,0.657074340527578,0.8011714634651579,0.657074340527578,3.453,0.063125,,,
20260601_113958,CNN1D,BATADAL,999,noisy,0.7190540636797492,0.6558752997601919,0.8009818840853279,0.6558752997601919,3.453,0.067891,,,
20260601_113958,CNN1D,BATADAL,999,unseen,0.671454756710622,0.5887290167865707,0.7895415954362346,0.5887290167865707,3.453,0.068493,,,
20260601_113958,Automata,BATADAL,999,original,0.8195298935041895,0.8161057692307693,0.8230178792895756,0.8161057692307693,0.145,0.054269,,,
20260601_113958,Automata,BATADAL,999,noisy,0.8209567839321008,0.8185096153846154,0.8234370362293821,0.8185096153846154,0.145,0.064129,,,
20260601_113958,Automata,BATADAL,999,unseen,0.81524138159325,0.8088942307692307,0.8217996845937829,0.8088942307692307,0.145,0.065448,0.006,,
20260601_113958,Wilcoxon_LSTM_vs_GRU,BATADAL,all,stat_test,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0625
20260601_113958,Wilcoxon_LSTM_vs_Automata,BATADAL,all,stat_test,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0625
20260601_113958,Wilcoxon_GRU_vs_Automata,BATADAL,all,stat_test,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0625
20260601_113958,Wilcoxon_LSTM_vs_CNN1D,BATADAL,all,stat_test,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0625
20260601_113958,McNemar_LSTM_vs_GRU,BATADAL,999,stat_test,0.0,0.0,0.0,0.0,0.0,0.0,,35.925233644859816,2.050360548011554e-09
20260601_113958,McNemar_LSTM_vs_Automata,BATADAL,999,stat_test,0.0,0.0,0.0,0.0,0.0,0.0,,30.796992481203006,2.864815173975188e-08
20260601_113958,Automata,SKAB->BATADAL,42,cross_dataset,0.5767881532101765,0.4795673076923077,0.8364837623226885,0.4795673076923077,0.938,0.057673,,,
20260601_113958,LSTM,SKAB->BATADAL,42,cross_dataset,0.11234030506779093,0.14302884615384615,0.8529974261232203,0.14302884615384615,22.082,0.065116,,,
20260601_113958,GRU,SKAB->BATADAL,42,cross_dataset,0.13727287091694718,0.15504807692307693,0.8365783086604452,0.15504807692307693,36.169,0.066219,,,
20260601_113958,CNN1D,SKAB->BATADAL,42,cross_dataset,0.1288304905899784,0.1502403846153846,0.8309595809595809,0.1502403846153846,17.572,0.056222,,,
20260601_113958,Automata,BATADAL->SKAB,42,cross_dataset,0.5164120928112058,0.6279225116900468,0.4645993987699229,0.6279225116900468,0.16,0.275381,,,
20260601_113958,LSTM,BATADAL->SKAB,42,cross_dataset,0.17195754768056476,0.3393453573814295,0.11515527157633013,0.3393453573814295,17.034,0.386379,,,
20260601_113958,GRU,BATADAL->SKAB,42,cross_dataset,0.17195754768056476,0.3393453573814295,0.11515527157633013,0.3393453573814295,8.875,0.396313,,,
20260601_113958,CNN1D,BATADAL->SKAB,42,cross_dataset,0.17195754768056476,0.3393453573814295,0.11515527157633013,0.3393453573814295,3.735,0.307899,,,
