run_id,model,dataset,seed,scenario,f1,accuracy,precision,recall,train_time,infer_time,unseen_rate,statistic,p_value
20260601_111248,CNN1D,BATADAL,2026,unseen,0.8260549567296678,0.8285371702637889,0.8236060953608654,0.8285371702637889,1.294,0.020006,,,
20260601_111248,Automata,BATADAL,2026,original,0.8384610851350855,0.8521634615384616,0.8258974234765646,0.8521634615384616,0.04,0.018775,,,
20260601_111248,Automata,BATADAL,2026,noisy,0.8410877341572794,0.8545673076923077,0.828871911627985,0.8545673076923077,0.04,0.021239,,,
20260601_111248,Automata,BATADAL,2026,unseen,0.8330503732878404,0.8389423076923077,0.8273820805003436,0.8389423076923077,0.04,0.022475,0.0096,,
20260601_111248,LSTM,BATADAL,7,original,0.8581973581973583,0.9038461538461539,0.8169378698224853,0.9038461538461539,1.302,0.014472,,,
20260601_111248,LSTM,BATADAL,7,noisy,0.8575975509014044,0.9026442307692307,0.8168332870498936,0.9026442307692307,1.302,0.02782,,,
20260601_111248,LSTM,BATADAL,7,unseen,0.8060521845005575,0.8028846153846154,0.8092486103584052,0.8028846153846154,1.302,0.015168,,,
20260601_111248,GRU,BATADAL,7,original,0.8581973581973583,0.9038461538461539,0.8169378698224853,0.9038461538461539,1.541,0.018701,,,
20260601_111248,GRU,BATADAL,7,noisy,0.8575975509014044,0.9026442307692307,0.8168332870498936,0.9026442307692307,1.541,0.02554,,,
20260601_111248,GRU,BATADAL,7,unseen,0.8035195139555286,0.7920673076923077,0.8155255288480746,0.7920673076923077,1.541,0.030453,,,
20260601_111248,CNN1D,BATADAL,7,original,0.8579329353152638,0.9028776978417267,0.8172506412636997,0.9028776978417267,1.21,0.016355,,,
20260601_111248,CNN1D,BATADAL,7,noisy,0.856733918858604,0.9004796163069544,0.8170416735203896,0.9004796163069544,1.21,0.015133,,,
20260601_111248,CNN1D,BATADAL,7,unseen,0.8136258238991912,0.8141486810551559,0.8131038701606407,0.8141486810551559,1.21,0.014742,,,
20260601_111248,Automata,BATADAL,7,original,0.8384610851350855,0.8521634615384616,0.8258974234765646,0.8521634615384616,0.039,0.015172,,,
20260601_111248,Automata,BATADAL,7,noisy,0.8398453824052485,0.8545673076923077,0.8264759956972052,0.8545673076923077,0.039,0.014864,,,
20260601_111248,Automata,BATADAL,7,unseen,0.8301487960633043,0.8377403846153846,0.8228612977635142,0.8377403846153846,0.039,0.021968,0.0108,,
20260601_111248,LSTM,BATADAL,999,original,0.8575975509014044,0.9026442307692307,0.8168332870498936,0.9026442307692307,1.409,0.022745,,,
20260601_111248,LSTM,BATADAL,999,noisy,0.8581973581973583,0.9038461538461539,0.8169378698224853,0.9038461538461539,1.409,0.016892,,,
20260601_111248,LSTM,BATADAL,999,unseen,0.807330746362015,0.8016826923076923,0.8130941258471623,0.8016826923076923,1.409,0.023809,,,
20260601_111248,GRU,BATADAL,999,original,0.8575975509014044,0.9026442307692307,0.8168332870498936,0.9026442307692307,1.894,0.023367,,,
20260601_111248,GRU,BATADAL,999,noisy,0.8575975509014044,0.9026442307692307,0.8168332870498936,0.9026442307692307,1.894,0.020729,,,
20260601_111248,GRU,BATADAL,999,unseen,0.7869588062211013,0.7668269230769231,0.8085025929127053,0.7668269230769231,1.894,0.022204,,,
20260601_111248,CNN1D,BATADAL,999,original,0.858531310971374,0.9040767386091128,0.81735474929409,0.9040767386091128,1.295,0.018766,,,
20260601_111248,CNN1D,BATADAL,999,noisy,0.858531310971374,0.9040767386091128,0.81735474929409,0.9040767386091128,1.295,0.023813,,,
20260601_111248,CNN1D,BATADAL,999,unseen,0.8276765458903124,0.8393285371702638,0.8165107444794253,0.8393285371702638,1.295,0.02361,,,
20260601_111248,Automata,BATADAL,999,original,0.8384610851350855,0.8521634615384616,0.8258974234765646,0.8521634615384616,0.052,0.018762,,,
20260601_111248,Automata,BATADAL,999,noisy,0.8403855533794076,0.8533653846153846,0.8285599718761673,0.8533653846153846,0.052,0.018653,,,
20260601_111248,Automata,BATADAL,999,unseen,0.834307202409573,0.8449519230769231,0.8242994918121543,0.8449519230769231,0.052,0.016529,0.006,,
20260601_111248,Wilcoxon_LSTM_vs_GRU,BATADAL,all,stat_test,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0
20260601_111248,Wilcoxon_LSTM_vs_Automata,BATADAL,all,stat_test,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0625
20260601_111248,Wilcoxon_GRU_vs_Automata,BATADAL,all,stat_test,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0625
20260601_111248,Wilcoxon_LSTM_vs_CNN1D,BATADAL,all,stat_test,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.125
20260601_111248,McNemar_LSTM_vs_GRU,BATADAL,999,stat_test,0.0,0.0,0.0,0.0,0.0,0.0,,0.5,0.47950012218695337
20260601_111248,McNemar_LSTM_vs_Automata,BATADAL,999,stat_test,0.0,0.0,0.0,0.0,0.0,0.0,,31.12962962962963,2.4135894172161443e-08
20260601_111248,Automata,SKAB->BATADAL,42,cross_dataset,0.8052261766216607,0.7860576923076923,0.8267383620766211,0.7860576923076923,0.208,0.017321,,,
20260601_111248,LSTM,SKAB->BATADAL,42,cross_dataset,0.7539448452350938,0.6959134615384616,0.8470613030979103,0.6959134615384616,6.678,0.019061,,,
20260601_111248,GRU,SKAB->BATADAL,42,cross_dataset,0.7710634169445432,0.7211538461538461,0.846110804780617,0.7211538461538461,9.557,0.019311,,,
20260601_111248,CNN1D,SKAB->BATADAL,42,cross_dataset,0.7496185483888034,0.6899038461538461,0.8461853291412935,0.6899038461538461,4.644,0.015991,,,
20260601_111248,Automata,BATADAL->SKAB,42,cross_dataset,0.5240004954451667,0.6515252727677577,0.4779168441536459,0.6515252727677577,0.038,0.067165,,,
20260601_111248,LSTM,BATADAL->SKAB,42,cross_dataset,0.5256536134752745,0.6606546426185704,0.436464556813471,0.6606546426185704,3.791,0.089622,,,
20260601_111248,GRU,BATADAL->SKAB,42,cross_dataset,0.5256536134752745,0.6606546426185704,0.436464556813471,0.6606546426185704,4.489,0.119731,,,
20260601_111248,CNN1D,BATADAL->SKAB,42,cross_dataset,0.5256536134752745,0.6606546426185704,0.436464556813471,0.6606546426185704,1.591,0.098352,,,
